gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_1106700,67732.58828849638,-1.164261896673863,0.14302598396518704,-8.140212459277665,3.9458486890545146e-16,1.1107952600587819e-15
PBANKA_1107300,3474.2059225866446,-1.3116185745317865,0.11254192756089926,-11.654488269023444,2.176842184602984e-31,1.058792994514835e-30
PBANKA_1109000,22464.910274939477,-1.3248394517240523,0.08940658190658568,-14.818142282950477,1.1183474499831887e-49,8.867513062578566e-49
PBANKA_1109200,2426.805991258066,-2.179235505565603,0.15350298873582655,-14.196697559524354,9.603246360272495e-46,6.921331340330849e-45
PBANKA_1109500,1037.5069424323274,-1.0046288290350875,0.16141720649985009,-6.223802597129077,4.852475583917695e-10,1.0233950555262484e-09
PBANKA_1109800,2762.7404921419293,-1.0421308789444674,0.11101773903338696,-9.387066319474059,6.169467117952316e-21,2.1123138914825426e-20
PBANKA_1110000,385.33389091572707,-1.7306297210739379,0.2428129314133398,-7.127419907170807,1.022677443636999e-12,2.4308074480166264e-12
PBANKA_1110500,14780.991911930929,-1.4919985359979364,0.10793267174958533,-13.823418913037967,1.8411341877740104e-43,1.2450034862398236e-42
PBANKA_1111400,10421.89077245557,-1.0005714739760037,0.1526988778751436,-6.552579088329222,5.655175012105478e-11,1.2468522113236843e-10
PBANKA_1111700,1104.3805396103128,-1.3914592405218145,0.14087770445108508,-9.877072074275251,5.233985899970578e-23,1.9115749780871963e-22
PBANKA_1111800,1700.706829254326,-1.730313764432731,0.1602244742240505,-10.799309985646389,3.4679991759820255e-27,1.4652154154025864e-26
PBANKA_1112200,2401.5481288902724,-1.2442479314721961,0.12903943578250077,-9.642385088922797,5.294330441223929e-22,1.868629934879173e-21
PBANKA_1112400,849.4799585860491,-1.6125758058659099,0.21001518655373766,-7.678377132280821,1.6111658415384812e-14,4.193757926432486e-14
PBANKA_1112600,1471.3954286990395,-2.0787843351888977,0.13245131549657319,-15.694705087641658,1.6440491146870833e-55,1.5354404254409674e-54
PBANKA_1113000,50281.08962072405,-2.925815571573228,0.1644632475639589,-17.790087541810177,8.43480289331172e-71,1.118698342499539e-69
PBANKA_1113100,1178.5683342336931,-1.9489414668095388,0.1290787842765582,-15.098852051734758,1.6477713620530947e-51,1.3654478951892472e-50
PBANKA_1115400,1136.2852475959114,-1.6433209361128946,0.16559385411566394,-9.92380390497505,3.280116925248763e-23,1.202242286134625e-22
